id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_age,years_since_renovation,renovated,price_per_sqft,total_rooms,basement_flag,bed_bath_ratio,grade_category,condition_label,size_category
7885394611,20150522T000000,231193,3,1.0,1412,58761,1.0,0,0,3,5,1185,227,1962,0,98047,47.489079,-121.631093,1164,59217,53,53,0,163.73,4,1,3.0,Average,Average,Medium
6106574449,20141106T000000,376352,3,2.5,2102,19266,2.0,0,0,3,9,1175,927,1906,0,98168,47.675994,-121.950929,1752,16507,109,109,0,179.04,5,1,1.2,Good,Average,Large
9311583479,20150215T000000,373836,7,1.5,1461,5456,1.0,0,0,3,9,1273,188,1999,0,98024,47.532566,-121.61501,1156,6060,16,16,0,255.88,8,1,4.67,Good,Average,Medium
3362393222,20150104T000000,719528,3,3.0,3972,33816,2.0,0,0,3,11,3448,524,1908,0,98103,47.368738,-122.001663,3930,38219,107,107,0,181.15,6,1,1.0,Luxury,Average,Large
6292584955,20141231T000000,347566,6,2.0,1448,2474,1.5,0,0,3,8,1184,264,2009,0,98072,47.670213,-121.803106,1786,2597,6,6,0,240.03,8,1,3.0,Good,Average,Medium
6404028869,20140820T000000,230935,3,2.5,1156,10541,1.5,0,0,3,6,766,390,1951,0,98047,47.649548,-122.407405,943,9346,64,64,0,199.77,5,1,1.2,Average,Average,Medium
7468250120,20141213T000000,493895,2,2.0,3778,8041,1.0,0,0,5,6,3734,44,1976,0,98155,47.324195,-121.8066,3983,8956,39,39,0,130.73,4,1,1.0,Average,Excellent,Large
1464320861,20150227T000000,479156,3,1.0,3397,18465,2.0,0,0,3,7,3036,361,1914,0,98126,47.758264,-122.214501,3680,21342,101,101,0,141.05,4,1,3.0,Average,Average,Large
8548119184,20140811T000000,654755,3,2.5,3613,4259,1.0,0,0,4,8,2363,1250,1997,0,98022,47.34239,-121.768557,4114,4754,18,18,0,181.22,5,1,1.2,Good,Good,Large
1826957977,20150411T000000,596550,2,3.0,2583,13154,2.0,0,0,5,9,2122,461,2005,0,98056,47.493074,-121.736362,1973,11878,10,10,0,230.95,5,1,0.67,Good,Excellent,Large
7823944679,20140520T000000,387698,3,2.0,2545,4898,3.5,0,0,3,7,1867,678,1960,0,98034,47.513036,-121.596638,2358,4148,55,55,0,152.34,5,1,1.5,Average,Average,Large
1954462417,20140703T000000,719816,8,2.5,2547,17490,2.0,0,0,5,8,2117,430,2010,0,98108,47.348146,-122.128839,2974,15594,5,5,0,282.61,10,1,3.2,Good,Excellent,Large
3434026356,20150519T000000,520804,3,3.0,1898,88156,1.0,0,0,3,8,1293,605,1970,0,98002,47.597163,-122.143992,2159,87007,45,45,0,274.4,6,1,1.0,Good,Average,Medium
3777677517,20140806T000000,264548,4,3.0,857,13162,1.0,0,0,3,8,528,329,1943,0,98112,47.694337,-122.185741,896,12573,72,72,0,308.69,7,1,1.33,Good,Average,Small
9616596592,20140714T000000,319864,4,3.5,2116,37204,1.0,0,0,3,7,2082,34,1905,0,98109,47.391272,-121.484224,1733,45924,110,110,0,151.16,7,1,1.14,Average,Average,Large
663976399,20150519T000000,417829,4,3.0,1710,2832,2.0,0,4,4,6,1524,186,1979,0,98075,47.445779,-121.347264,2102,2311,36,36,0,244.34,7,1,1.33,Average,Good,Medium
4684143581,20140828T000000,112950,3,1.0,688,17059,1.0,0,0,4,7,505,183,1956,0,98022,47.766353,-121.599953,773,15029,59,59,0,164.17,4,1,3.0,Average,Good,Small
5386791669,20150425T000000,249368,3,2.25,1470,15066,1.0,0,0,3,8,1367,103,1936,0,98122,47.310856,-122.508629,1263,14660,79,79,0,169.64,5,1,1.33,Good,Average,Medium
1269006448,20150319T000000,191594,4,2.75,1160,10907,1.0,0,0,4,9,1055,105,1901,0,98057,47.766105,-121.723542,1257,10454,114,114,0,165.17,6,1,1.45,Good,Good,Medium
4465285982,20141022T000000,565832,6,2.0,2454,947,1.0,0,0,5,10,1903,551,1993,0,98102,47.646825,-122.479629,2208,827,22,22,0,230.58,8,1,3.0,Good,Excellent,Large
3455152476,20150315T000000,605117,4,2.0,2918,9975,2.0,0,0,3,7,1767,1151,2010,0,98047,47.445049,-122.428888,2780,11342,5,5,0,207.37,6,1,2.0,Average,Average,Large
6707193636,20140720T000000,865599,6,2.0,3802,83018,1.0,0,0,5,9,2323,1479,1981,0,98010,47.726611,-122.252146,3800,91462,34,34,0,227.67,8,1,3.0,Good,Excellent,Large
8098790557,20140512T000000,1159895,3,2.25,3380,62889,1.0,0,0,5,11,2839,541,1935,1987,98109,47.562601,-121.511231,2647,58118,80,28,1,343.16,5,1,1.33,Luxury,Excellent,Large
1433410914,20140831T000000,433469,4,2.5,2319,81109,2.0,0,0,5,6,2305,14,1908,0,98042,47.772957,-121.567756,2428,94032,107,107,0,186.92,6,1,1.6,Average,Excellent,Large
6825071339,20141206T000000,292780,2,1.0,989,24381,1.5,0,0,3,9,817,172,1994,0,98028,47.159942,-122.198905,1137,29475,21,21,0,296.04,3,1,2.0,Good,Average,Small
2947766309,20141129T000000,366888,3,1.5,1855,29490,2.0,0,0,5,8,1115,740,1910,0,98011,47.458869,-121.419262,2059,35239,105,105,0,197.78,4,1,2.0,Good,Excellent,Medium
6243730249,20150521T000000,468166,3,1.5,3130,89224,3.0,0,0,3,8,2762,368,1940,0,98115,47.412073,-122.404946,3744,93717,75,75,0,149.57,4,1,2.0,Good,Average,Large
9826293486,20150403T000000,663556,4,3.0,2827,24982,1.0,0,0,4,9,2100,727,1927,0,98144,47.346843,-122.394643,2992,28612,88,88,0,234.72,7,1,1.33,Good,Good,Large
1149679234,20140720T000000,245907,3,1.5,1959,23404,2.0,0,2,3,7,1545,414,1943,0,98068,47.263662,-121.669734,1874,23500,72,72,0,125.53,4,1,2.0,Average,Average,Medium
2654594796,20150111T000000,652791,3,2.0,3109,86778,1.5,0,0,4,9,1786,1323,1962,0,98115,47.5746,-122.190756,2681,106337,53,53,0,209.97,5,1,1.5,Good,Good,Large
7504368512,20141223T000000,415769,4,2.0,1425,60679,1.0,0,2,3,9,984,441,1964,0,98050,47.260688,-122.059949,1405,59586,51,51,0,291.77,6,1,2.0,Good,Average,Medium
8246348297,20150526T000000,330687,4,2.0,1405,4336,1.0,0,0,3,7,1232,173,1955,0,98052,47.205522,-121.498174,1686,5059,60,60,0,235.36,6,1,2.0,Average,Average,Medium
324639855,20140521T000000,948996,4,2.75,2941,76320,2.5,0,0,4,9,2035,906,1996,0,98122,47.749314,-121.760182,2917,77160,19,19,0,322.68,6,1,1.45,Good,Good,Large
4540308214,20150429T000000,906154,3,2.5,2772,62064,3.0,0,0,3,11,2086,686,1978,0,98019,47.673969,-122.427155,3315,73038,37,37,0,326.9,5,1,1.2,Luxury,Average,Large
4977777081,20150424T000000,695125,4,3.0,3858,7331,2.0,0,0,3,10,3378,480,1999,0,98109,47.384897,-122.177699,4286,8854,16,16,0,180.18,7,1,1.33,Good,Average,Large
7139816152,20150105T000000,495051,4,2.0,2810,17761,1.0,0,0,3,4,1663,1147,1939,0,98014,47.23124,-121.662311,3143,18272,76,76,0,176.17,6,1,2.0,Low,Average,Large
825656200,20150310T000000,430723,4,2.5,1532,38900,2.0,0,0,4,10,967,565,2008,0,98059,47.779985,-122.332516,1732,42056,7,7,0,281.15,6,1,1.6,Good,Good,Medium
1929130926,20150121T000000,288639,4,2.5,2197,39661,1.5,0,0,3,8,1806,391,2006,0,98125,47.486427,-122.145544,2702,32660,9,9,0,131.38,6,1,1.6,Good,Average,Large
3656730355,20140715T000000,207866,3,2.25,558,74310,3.0,0,2,3,12,320,238,1957,0,98056,47.32959,-121.596629,572,67332,58,58,0,372.52,5,1,1.33,Luxury,Average,Small
591985753,20141222T000000,415345,3,1.0,2852,8631,1.0,0,0,3,7,2245,607,1997,0,98029,47.330734,-121.515988,2313,8023,18,18,0,145.63,4,1,3.0,Average,Average,Large
270754673,20141031T000000,266427,4,2.75,2453,71741,1.0,0,0,5,4,1949,504,1902,0,98166,47.677113,-121.915207,2900,73780,113,113,0,108.61,6,1,1.45,Low,Excellent,Large
3387667704,20140813T000000,308497,5,1.5,1235,5024,1.0,0,0,4,7,1224,11,1998,0,98023,47.367226,-121.633141,1251,4431,17,17,0,249.8,6,1,3.33,Average,Good,Medium
4475951950,20150122T000000,379651,5,2.0,2510,58741,1.0,0,0,3,10,1796,714,1960,0,98168,47.738024,-121.896386,3110,66640,55,55,0,151.26,7,1,2.5,Good,Average,Large
8945748312,20141125T000000,414976,2,2.0,1844,7471,1.0,0,0,4,9,1770,74,1969,0,98038,47.417435,-121.998965,2006,7439,46,46,0,225.04,4,1,1.0,Good,Good,Medium
2919046336,20140912T000000,545475,3,2.5,2370,75945,1.0,0,0,2,11,1694,676,1904,0,98117,47.750257,-122.347237,2187,70280,111,111,0,230.16,5,1,1.2,Luxury,Fair,Large
7319786687,20150425T000000,525229,5,2.25,3076,35569,2.5,0,0,5,8,2134,942,1925,0,98133,47.285179,-121.779629,2894,29494,90,90,0,170.75,7,1,2.22,Good,Excellent,Large
2739900744,20141011T000000,232991,3,2.25,1128,20356,1.0,0,0,3,9,1069,59,1925,0,98027,47.650029,-121.904406,886,19932,90,90,0,206.55,5,1,1.33,Good,Average,Medium
2759823240,20140924T000000,371783,5,2.5,1860,31939,1.0,0,2,4,7,1126,734,1916,0,98077,47.433484,-121.697068,1551,27917,99,99,0,199.88,7,1,2.0,Average,Good,Medium
3634257620,20140927T000000,544192,3,2.5,3700,40365,1.5,0,0,4,9,2110,1590,1935,0,98177,47.307881,-121.751581,4080,42768,80,80,0,147.08,5,1,1.2,Good,Good,Large
5593451645,20140902T000000,274993,4,1.5,1468,67693,1.0,0,0,4,8,1018,450,1938,0,98108,47.304273,-121.543107,1898,64675,77,77,0,187.32,5,1,2.67,Good,Good,Medium
2004484425,20141029T000000,365325,3,2.5,2345,20300,1.0,0,0,2,7,1815,530,1906,0,98022,47.318507,-122.220018,2422,20796,109,109,0,155.79,5,1,1.2,Average,Fair,Large
209985103,20140701T000000,394914,5,2.25,2143,30059,2.5,0,0,3,9,1712,431,1936,0,98125,47.327254,-121.797002,1693,30868,79,79,0,184.28,7,1,2.22,Good,Average,Large
4711211115,20141106T000000,576650,3,2.5,3571,36508,1.5,0,0,4,8,3555,16,1946,0,98178,47.385115,-121.325987,4130,34122,69,69,0,161.48,5,1,1.2,Good,Good,Large
2703653209,20140814T000000,628636,2,2.25,2194,40169,2.0,0,0,3,7,1445,749,1973,0,98199,47.526053,-122.198708,2336,44797,42,42,0,286.53,4,1,0.89,Average,Average,Large
8249574674,20150211T000000,495109,3,2.0,1673,81139,2.0,0,0,4,9,1177,496,1990,0,98008,47.699875,-121.629637,1580,93098,25,25,0,295.94,5,1,1.5,Good,Good,Medium
1283044148,20140926T000000,667252,4,2.0,2175,63181,1.0,0,0,5,9,1858,317,1990,0,98058,47.743136,-121.331465,2085,78412,25,25,0,306.78,6,1,2.0,Good,Excellent,Large
4635396131,20150207T000000,139022,4,4.0,709,17125,2.0,0,0,3,5,603,106,1927,0,98126,47.732126,-121.726274,738,18616,88,88,0,196.08,8,1,1.0,Average,Average,Small
4974319056,20140520T000000,685689,5,2.0,2336,19368,1.0,0,2,3,10,2061,275,1961,0,98125,47.561322,-121.454417,2844,15819,54,54,0,293.53,7,1,2.5,Good,Average,Large
2128657643,20140930T000000,240425,3,2.5,775,28446,3.0,0,0,4,7,602,173,2012,0,98059,47.740064,-121.355821,697,33110,3,3,0,310.23,5,1,1.2,Average,Good,Small
3253504650,20141102T000000,384021,3,2.25,1904,30171,1.0,0,0,3,7,1375,529,2005,0,98108,47.260562,-121.484063,1895,27761,10,10,0,201.69,5,1,1.33,Average,Average,Medium
2976418439,20150201T000000,383413,4,3.5,3120,10259,2.0,0,0,4,7,2578,542,1920,0,98068,47.189138,-122.376948,2716,8823,95,95,0,122.89,7,1,1.14,Average,Good,Large
3546940090,20141221T000000,275820,4,1.0,1115,50368,2.0,0,0,4,8,716,399,1967,0,98014,47.629972,-121.696786,1193,42355,48,48,0,247.37,5,1,4.0,Good,Good,Medium
2422980125,20141203T000000,213211,5,2.75,799,112218,2.0,0,0,3,5,775,24,1992,2005,98068,47.502042,-121.705951,629,136928,23,10,1,266.85,7,1,1.82,Average,Average,Small
8124215994,20141205T000000,582423,7,3.5,2450,11215,1.0,0,0,5,9,1487,963,1948,0,98105,47.432578,-121.410291,3156,13185,67,67,0,237.72,10,1,2.0,Good,Excellent,Large
6580604766,20140829T000000,274244,6,2.75,1557,37626,1.0,0,0,3,5,867,690,1919,0,98077,47.668717,-122.22051,1344,31809,96,96,0,176.14,8,1,2.18,Average,Average,Medium
2319250726,20150513T000000,426575,3,3.5,2216,17255,2.0,0,0,3,8,2092,124,1964,0,98029,47.625263,-121.580963,2863,17851,51,51,0,192.5,6,1,0.86,Good,Average,Large
3916196257,20150329T000000,198742,6,2.5,876,7681,2.0,0,0,5,8,760,116,1906,0,98136,47.544376,-122.003087,1045,9306,109,109,0,226.87,8,1,2.4,Good,Excellent,Small
1594765711,20150519T000000,413989,4,1.0,1562,22706,1.0,0,0,3,10,1005,557,1934,0,98007,47.48745,-121.516418,1950,21262,81,81,0,265.04,5,1,4.0,Good,Average,Medium
9632864382,20150225T000000,312990,3,2.25,1182,10365,2.0,0,0,3,7,1055,127,1970,0,98051,47.530773,-122.272539,1094,9239,45,45,0,264.8,5,1,1.33,Average,Average,Medium
6089451458,20150203T000000,547388,4,2.5,2739,8297,2.0,0,1,4,7,2111,628,1972,0,98105,47.246019,-122.120863,2307,9605,43,43,0,199.85,6,1,1.6,Average,Good,Large
4112301175,20150126T000000,538593,5,2.25,1661,81014,2.0,0,0,5,9,926,735,2004,0,98011,47.480085,-121.504727,1988,89383,11,11,0,324.26,7,1,2.22,Good,Excellent,Medium
5818280229,20141210T000000,394057,9,2.0,1779,16478,2.0,0,0,1,6,1053,726,1958,0,98108,47.65081,-122.424387,1705,17280,57,57,0,221.5,11,1,4.5,Average,Poor,Medium
4183609867,20150216T000000,356613,4,2.5,1933,31371,1.0,0,1,4,7,1802,131,1927,0,98050,47.713718,-121.407826,1466,28021,88,88,0,184.49,6,1,1.6,Average,Good,Medium
5720736115,20150225T000000,133662,3,1.5,431,10294,1.0,0,0,3,7,360,71,1964,0,98014,47.626034,-122.35066,508,10322,51,51,0,310.12,4,1,2.0,Average,Average,Small
7133531532,20140616T000000,119178,3,2.0,712,64737,2.0,0,0,3,6,693,19,1991,0,98052,47.203987,-121.771475,708,73968,24,24,0,167.38,5,1,1.5,Average,Average,Small
8990642546,20150104T000000,443206,3,1.5,2486,36293,3.0,0,0,3,8,1793,693,1901,0,98106,47.526768,-122.127439,2054,33952,114,114,0,178.28,4,1,2.0,Good,Average,Large
3362527572,20140731T000000,564572,3,1.5,2761,52443,1.0,0,0,3,9,2065,696,1976,0,98136,47.377509,-121.377491,2724,61389,39,39,0,204.48,4,1,2.0,Good,Average,Large
8438783771,20150421T000000,690204,3,2.0,3268,89424,2.0,0,0,5,9,2062,1206,1973,0,98133,47.760297,-122.167348,3830,72622,42,42,0,211.2,5,1,1.5,Good,Excellent,Large
7710662258,20150407T000000,328248,3,2.25,1129,26384,1.0,0,1,4,9,833,296,1930,0,98065,47.573976,-122.351593,869,32605,85,85,0,290.74,5,1,1.33,Good,Good,Medium
1525751277,20141027T000000,630227,5,1.5,2048,35920,1.0,0,0,3,10,2045,3,1996,0,98108,47.55761,-122.466401,2079,33511,19,19,0,307.73,6,1,3.33,Good,Average,Large
5635526139,20140828T000000,358928,3,2.75,2606,65367,1.0,0,0,3,11,2193,413,1944,0,98126,47.43686,-122.269691,2925,57128,71,71,0,137.73,5,1,1.09,Luxury,Average,Large
7722302309,20140629T000000,734167,6,2.25,2744,34276,1.0,0,0,3,11,1649,1095,1950,1994,98116,47.546749,-122.294472,3070,34970,65,21,1,267.55,8,1,2.67,Luxury,Average,Large
5790292252,20150105T000000,227754,4,2.0,746,55434,1.0,0,0,3,7,722,24,1978,0,98065,47.682676,-121.772991,630,48509,37,37,0,305.3,6,1,2.0,Average,Average,Small
587412136,20150207T000000,467638,4,2.25,3035,22683,2.0,0,0,3,7,2068,967,1983,0,98144,47.663586,-121.353767,2735,23633,32,32,0,154.08,6,1,1.78,Average,Average,Large
2194894984,20140831T000000,462600,4,2.75,2311,10336,2.0,0,0,3,5,1950,361,2005,0,98168,47.51081,-122.195854,2047,12337,10,10,0,200.17,6,1,1.45,Average,Average,Large
7255773516,20140710T000000,266846,5,3.0,1124,35747,2.0,0,0,3,11,1113,11,1921,0,98115,47.692461,-121.781583,1023,37810,94,94,0,237.41,8,1,1.67,Luxury,Average,Medium
7670484644,20150511T000000,486644,3,2.75,1776,32551,2.0,0,0,5,8,1388,388,1989,0,98028,47.728824,-121.319092,1603,39756,26,26,0,274.01,5,1,1.09,Good,Excellent,Medium
8471321015,20140813T000000,1062690,3,2.25,2785,97723,1.0,1,2,3,10,2514,271,2001,0,98010,47.54995,-121.67628,2792,83641,14,14,0,381.58,5,1,1.33,Good,Average,Large
3906874257,20140708T000000,174984,3,2.0,692,49823,3.0,0,0,1,9,529,163,1911,0,98057,47.705753,-122.154743,569,44929,104,104,0,252.87,5,1,1.5,Good,Poor,Small
2052706927,20141128T000000,406310,6,1.5,2544,18174,2.0,0,0,4,8,2006,538,1913,0,98023,47.294237,-122.411909,1919,19855,102,102,0,159.71,7,1,4.0,Good,Good,Large
934058809,20140901T000000,244939,3,2.25,1135,7810,2.0,0,0,3,10,1105,30,1975,0,98027,47.714854,-122.350584,867,9225,40,40,0,215.81,5,1,1.33,Good,Average,Medium
6421493866,20150501T000000,725328,1,2.0,2752,21022,1.0,0,0,5,10,2240,512,1967,0,98011,47.221029,-121.915505,2084,18858,48,48,0,263.56,3,1,0.5,Good,Excellent,Large
6080234115,20150309T000000,569138,3,2.0,2665,35117,1.5,0,0,4,9,2282,383,1968,0,98166,47.592141,-122.420262,2095,39134,47,47,0,213.56,5,1,1.5,Good,Good,Large
4532313426,20140918T000000,650805,4,1.5,2295,31805,3.0,0,0,4,10,1393,902,1915,1937,98034,47.56963,-121.723757,2707,29290,100,78,1,283.58,5,1,2.67,Good,Good,Large
2250936731,20150209T000000,469181,3,2.25,2038,19614,2.0,0,0,3,7,1587,451,1963,0,98011,47.315658,-121.340189,1577,23307,52,52,0,230.22,5,1,1.33,Average,Average,Large
7112191488,20141106T000000,381677,4,1.5,2454,60792,2.0,0,0,3,9,1792,662,1934,0,98070,47.291445,-122.219602,3024,72325,81,81,0,155.53,5,1,2.67,Good,Average,Large
5157843353,20150514T000000,370238,7,5.0,1384,31466,2.0,0,0,4,9,1341,43,1959,0,98052,47.505198,-122.15227,1056,32840,56,56,0,267.51,12,1,1.4,Good,Good,Medium
7419332121,20140831T000000,580713,2,5.0,3844,23197,2.0,0,2,3,6,2279,1565,1953,0,98051,47.215488,-121.878924,3165,27116,62,62,0,151.07,7,1,0.4,Average,Average,Large
5548706290,20140617T000000,326274,3,2.25,2285,38288,1.0,0,0,3,6,1365,920,1989,0,98107,47.686076,-121.399489,2278,36041,26,26,0,142.79,5,1,1.33,Average,Average,Large
7242550421,20140712T000000,177692,3,1.5,762,12765,1.0,0,0,4,8,758,4,1927,0,98006,47.670624,-121.676778,584,12534,88,88,0,233.19,4,1,2.0,Good,Good,Small
522637779,20141209T000000,717339,3,2.75,2420,16106,3.0,0,2,4,10,2034,386,1916,0,98047,47.188852,-121.575038,2892,13551,99,99,0,296.42,5,1,1.09,Good,Good,Large
5992473746,20141101T000000,353119,3,2.0,1649,40876,2.5,0,0,4,9,1563,86,1945,0,98034,47.168574,-121.693312,1713,44303,70,70,0,214.14,5,1,1.5,Good,Good,Medium
7652205525,20141116T000000,264037,2,2.5,1964,53136,1.0,0,2,4,9,1299,665,1949,0,98072,47.366741,-121.835562,1733,55269,66,66,0,134.44,4,1,0.8,Good,Good,Medium
3631196130,20141014T000000,709099,6,2.5,3756,24998,2.0,0,0,3,10,2435,1321,1975,2002,98092,47.260943,-121.803051,3904,20006,40,13,1,188.79,8,1,2.4,Good,Average,Large
256790920,20141031T000000,410922,4,2.0,1676,76689,1.0,0,0,3,8,1474,202,1999,0,98030,47.243059,-121.667317,1659,83412,16,16,0,245.18,6,1,2.0,Good,Average,Medium
9549731113,20140713T000000,563737,2,2.75,1848,19429,3.0,0,2,3,11,1043,805,1993,0,98068,47.521039,-122.307825,1998,23595,22,22,0,305.05,4,1,0.73,Luxury,Average,Medium
335176969,20140622T000000,479130,4,3.5,2084,11081,1.5,0,0,5,9,1247,837,2005,0,98019,47.36849,-122.133382,1564,10789,10,10,0,229.91,7,1,1.14,Good,Excellent,Large
7855666158,20150427T000000,963387,5,1.0,3272,61356,1.0,0,0,3,11,2036,1236,1920,0,98047,47.6469,-121.820553,2588,75089,95,95,0,294.43,6,1,5.0,Luxury,Average,Large
4429082088,20140620T000000,391731,3,4.5,2972,68241,1.0,0,0,1,6,2160,812,1920,0,98116,47.743739,-122.320353,3127,69669,95,95,0,131.81,7,1,0.67,Average,Poor,Large
111533960,20140602T000000,374738,3,2.0,2783,33279,1.5,0,0,3,7,2639,144,1960,0,98014,47.257624,-122.166908,2652,33298,55,55,0,134.65,5,1,1.5,Average,Average,Large
416334610,20140726T000000,279192,4,3.0,896,91555,2.0,0,0,4,9,780,116,1996,0,98109,47.570929,-121.542102,919,110342,19,19,0,311.6,7,1,1.33,Good,Good,Small
4176416378,20150425T000000,367548,3,5.0,2052,30463,2.0,0,0,3,7,1190,862,1910,0,98115,47.65933,-122.367315,1977,29817,105,105,0,179.12,8,1,0.6,Average,Average,Large
1803141793,20141120T000000,525384,2,1.5,2509,30166,2.0,0,0,3,8,1678,831,1997,0,98199,47.411099,-122.340678,2785,31897,18,18,0,209.4,3,1,1.33,Good,Average,Large
1021395327,20141214T000000,303938,5,2.0,1877,16450,2.0,0,0,4,7,1286,591,1902,0,98103,47.619822,-121.40579,2175,18889,113,113,0,161.93,7,1,2.5,Average,Good,Medium
7834889083,20140704T000000,401923,5,1.0,2316,69958,2.0,0,0,3,5,1482,834,2005,0,98103,47.616795,-121.601013,1810,57007,10,10,0,173.54,6,1,5.0,Average,Average,Large
2926621610,20140815T000000,405894,4,2.5,2050,36355,1.0,0,0,3,9,1152,898,1922,0,98118,47.302421,-121.928568,1593,43052,93,93,0,198.0,6,1,1.6,Good,Average,Large
9746639755,20140623T000000,557374,4,2.5,2597,77526,1.0,0,0,3,8,2179,418,1960,0,98002,47.40799,-122.495737,2553,75154,55,55,0,214.62,6,1,1.6,Good,Average,Large
8622492184,20150305T000000,713709,4,2.0,4232,40298,1.0,0,0,3,7,2824,1408,1971,0,98103,47.779641,-121.350553,4829,48420,44,44,0,168.65,6,1,2.0,Average,Average,Very Large
9963544883,20140802T000000,362912,3,2.0,1392,4016,1.0,0,0,4,10,904,488,1937,0,98136,47.238156,-122.489199,1453,4631,78,78,0,260.71,5,1,1.5,Good,Good,Medium
1262792922,20141229T000000,305247,6,3.5,2346,1048,2.0,0,0,4,5,1908,438,1997,0,98178,47.446592,-121.623488,2357,893,18,18,0,130.11,9,1,1.71,Average,Good,Large
3821055862,20140919T000000,181521,2,3.0,691,51707,1.0,0,0,3,9,522,169,1967,0,98105,47.465301,-121.470328,638,58017,48,48,0,262.69,5,1,0.67,Good,Average,Small
